Date,Fremont Bridge Total,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
01/15/2013 04:00:00 PM,163,61,102
01/15/2013 05:00:00 PM,308,115,193
01/15/2013 06:00:00 PM,230,72,158
01/15/2013 07:00:00 PM,90,35,55
01/15/2013 08:00:00 PM,54,19,35
01/15/2013 09:00:00 PM,33,16,17
01/15/2013 10:00:00 PM,16,7,9
01/15/2013 11:00:00 PM,7,6,1
01/16/2013 12:00:00 AM,6,1,5
01/16/2013 01:00:00 AM,2,2,0
01/16/2013 02:00:00 AM,4,2,2
01/16/2013 03:00:00 AM,4,2,2
01/16/2013 04:00:00 AM,13,8,5
01/16/2013 05:00:00 AM,15,12,3
01/16/2013 06:00:00 AM,75,49,26
01/16/2013 07:00:00 AM,165,119,46
01/16/2013 08:00:00 AM,251,168,83
01/16/2013 09:00:00 AM,154,98,56
01/16/2013 10:00:00 AM,64,33,31
01/16/2013 11:00:00 AM,51,25,26
01/16/2013 12:00:00 PM,50,27,23
01/16/2013 01:00:00 PM,55,26,29
01/16/2013 02:00:00 PM,80,49,31
01/16/2013 03:00:00 PM,95,55,40
01/16/2013 04:00:00 PM,160,60,100
01/16/2013 05:00:00 PM,288,86,202
01/16/2013 06:00:00 PM,206,78,128
01/16/2013 07:00:00 PM,85,21,64
01/16/2013 08:00:00 PM,67,27,40
01/16/2013 09:00:00 PM,24,6,18
01/16/2013 10:00:00 PM,24,10,14
01/16/2013 11:00:00 PM,12,6,6
01/17/2013 12:00:00 AM,3,2,1
01/17/2013 01:00:00 AM,3,1,2
01/17/2013 02:00:00 AM,3,2,1
01/17/2013 03:00:00 AM,2,1,1
01/17/2013 04:00:00 AM,11,7,4
01/17/2013 05:00:00 AM,15,13,2
01/17/2013 06:00:00 AM,72,56,16
01/17/2013 07:00:00 AM,164,120,44
01/17/2013 08:00:00 AM,245,167,78
01/17/2013 09:00:00 AM,134,84,50
01/17/2013 10:00:00 AM,65,33,32
01/17/2013 11:00:00 AM,47,22,25
01/17/2013 12:00:00 PM,45,24,21
01/17/2013 01:00:00 PM,55,23,32
01/17/2013 02:00:00 PM,60,27,33
01/17/2013 03:00:00 PM,71,26,45
01/17/2013 04:00:00 PM,117,53,64
01/17/2013 05:00:00 PM,278,74,204
01/17/2013 06:00:00 PM,197,64,133
01/17/2013 07:00:00 PM,88,37,51
01/17/2013 08:00:00 PM,28,12,16
01/17/2013 09:00:00 PM,30,14,16
01/17/2013 10:00:00 PM,27,10,17
01/17/2013 11:00:00 PM,17,11,6
01/18/2013 12:00:00 AM,10,2,8
01/18/2013 01:00:00 AM,6,1,5
01/18/2013 02:00:00 AM,2,2,0
01/18/2013 03:00:00 AM,2,2,0
01/18/2013 04:00:00 AM,4,2,2
01/18/2013 05:00:00 AM,7,4,3
01/18/2013 06:00:00 AM,52,36,16
01/18/2013 07:00:00 AM,137,91,46
01/18/2013 08:00:00 AM,195,137,58
01/18/2013 09:00:00 AM,139,81,58
01/18/2013 10:00:00 AM,55,40,15
01/18/2013 11:00:00 AM,53,31,22
01/18/2013 12:00:00 PM,49,24,25
01/18/2013 01:00:00 PM,55,25,30
01/18/2013 02:00:00 PM,66,36,30
01/18/2013 03:00:00 PM,66,29,37
01/18/2013 04:00:00 PM,119,57,62
01/18/2013 05:00:00 PM,245,87,158
01/18/2013 06:00:00 PM,157,60,97
01/18/2013 07:00:00 PM,70,23,47
01/18/2013 08:00:00 PM,33,9,24
01/18/2013 09:00:00 PM,21,13,8
01/18/2013 10:00:00 PM,21,9,12
01/18/2013 11:00:00 PM,21,9,12
01/19/2013 12:00:00 AM,14,5,9
01/19/2013 01:00:00 AM,8,2,6
01/19/2013 02:00:00 AM,6,3,3
01/19/2013 03:00:00 AM,2,2,0
01/19/2013 04:00:00 AM,1,1,0
01/19/2013 05:00:00 AM,5,4,1
01/19/2013 06:00:00 AM,10,4,6
01/19/2013 07:00:00 AM,19,13,6
01/19/2013 08:00:00 AM,27,16,11
01/19/2013 09:00:00 AM,37,20,17
01/19/2013 10:00:00 AM,37,22,15
01/19/2013 11:00:00 AM,64,34,30
01/19/2013 12:00:00 PM,68,37,31
01/19/2013 01:00:00 PM,77,42,35
01/19/2013 02:00:00 PM,71,45,26
01/19/2013 03:00:00 PM,79,51,28
01/19/2013 04:00:00 PM,79,53,26
01/19/2013 05:00:00 PM,46,18,28
01/19/2013 06:00:00 PM,26,9,17
01/19/2013 07:00:00 PM,21,12,9
01/19/2013 08:00:00 PM,24,9,15
01/19/2013 09:00:00 PM,15,6,9
01/19/2013 10:00:00 PM,14,9,5
01/19/2013 11:00:00 PM,10,4,6
01/20/2013 12:00:00 AM,11,3,8
01/20/2013 01:00:00 AM,11,5,6
01/20/2013 02:00:00 AM,7,5,2
01/20/2013 03:00:00 AM,0,0,0
01/20/2013 04:00:00 AM,5,1,4
01/20/2013 05:00:00 AM,1,1,0
01/20/2013 06:00:00 AM,8,3,5
01/20/2013 07:00:00 AM,16,9,7
01/20/2013 08:00:00 AM,26,18,8
01/20/2013 09:00:00 AM,31,15,16
01/20/2013 10:00:00 AM,40,24,16
01/20/2013 11:00:00 AM,61,33,28
01/20/2013 12:00:00 PM,74,50,24
01/20/2013 01:00:00 PM,79,52,27
01/20/2013 02:00:00 PM,92,60,32
01/20/2013 03:00:00 PM,95,54,41
01/20/2013 04:00:00 PM,87,47,40
01/20/2013 05:00:00 PM,50,24,26
01/20/2013 06:00:00 PM,22,11,11
01/20/2013 07:00:00 PM,24,15,9
01/20/2013 08:00:00 PM,18,12,6
01/20/2013 09:00:00 PM,10,4,6
01/20/2013 10:00:00 PM,17,11,6
01/20/2013 11:00:00 PM,16,10,6
01/21/2013 12:00:00 AM,7,4,3
01/21/2013 01:00:00 AM,1,1,0
01/21/2013 02:00:00 AM,6,2,4
01/21/2013 03:00:00 AM,2,1,1
01/21/2013 04:00:00 AM,5,4,1
01/21/2013 05:00:00 AM,10,8,2
01/21/2013 06:00:00 AM,32,22,10
01/21/2013 07:00:00 AM,90,56,34
01/21/2013 08:00:00 AM,134,90,44
01/21/2013 09:00:00 AM,102,63,39
01/21/2013 10:00:00 AM,48,27,21
01/21/2013 11:00:00 AM,38,23,15
01/21/2013 12:00:00 PM,65,36,29
01/21/2013 01:00:00 PM,48,31,17
01/21/2013 02:00:00 PM,64,29,35
01/21/2013 03:00:00 PM,57,41,16
01/21/2013 04:00:00 PM,113,50,63
01/21/2013 05:00:00 PM,162,51,111
01/21/2013 06:00:00 PM,120,39,81
01/21/2013 07:00:00 PM,71,27,44
01/21/2013 08:00:00 PM,34,13,21
01/21/2013 09:00:00 PM,21,9,12
01/21/2013 10:00:00 PM,27,10,17
01/21/2013 11:00:00 PM,19,7,12
01/22/2013 12:00:00 AM,6,4,2
01/22/2013 01:00:00 AM,2,0,2
01/22/2013 02:00:00 AM,4,1,3
01/22/2013 03:00:00 AM,1,0,1
01/22/2013 04:00:00 AM,5,4,1
01/22/2013 05:00:00 AM,20,15,5
01/22/2013 06:00:00 AM,84,63,21
01/22/2013 07:00:00 AM,195,144,51
01/22/2013 08:00:00 AM,261,171,90
01/22/2013 09:00:00 AM,147,84,63
01/22/2013 10:00:00 AM,62,40,22
01/22/2013 11:00:00 AM,52,31,21
01/22/2013 12:00:00 PM,49,27,22
01/22/2013 01:00:00 PM,59,26,33
01/22/2013 02:00:00 PM,62,26,36
01/22/2013 03:00:00 PM,95,37,58
01/22/2013 04:00:00 PM,146,72,74
01/22/2013 05:00:00 PM,317,100,217
01/22/2013 06:00:00 PM,217,62,155
01/22/2013 07:00:00 PM,82,31,51
01/22/2013 08:00:00 PM,38,16,22
01/22/2013 09:00:00 PM,29,17,12
01/22/2013 10:00:00 PM,19,6,13
01/22/2013 11:00:00 PM,13,7,6
01/23/2013 12:00:00 AM,6,3,3
01/23/2013 01:00:00 AM,3,3,0
01/23/2013 02:00:00 AM,3,2,1
01/23/2013 03:00:00 AM,2,1,1
01/23/2013 04:00:00 AM,10,7,3
01/23/2013 05:00:00 AM,29,23,6
01/23/2013 06:00:00 AM,84,63,21
01/23/2013 07:00:00 AM,190,122,68
01/23/2013 08:00:00 AM,281,193,88
01/23/2013 09:00:00 AM,160,101,59
01/23/2013 10:00:00 AM,56,38,18
01/23/2013 11:00:00 AM,27,13,14
01/23/2013 12:00:00 PM,27,15,12
01/23/2013 01:00:00 PM,35,17,18
01/23/2013 02:00:00 PM,38,23,15
01/23/2013 03:00:00 PM,55,24,31
01/23/2013 04:00:00 PM,112,44,68
01/23/2013 05:00:00 PM,286,81,205
01/23/2013 06:00:00 PM,183,58,125
01/23/2013 07:00:00 PM,75,23,52
01/23/2013 08:00:00 PM,57,22,35
01/23/2013 09:00:00 PM,18,6,12
01/23/2013 10:00:00 PM,18,9,9
01/23/2013 11:00:00 PM,12,5,7
01/24/2013 12:00:00 AM,5,4,1
01/24/2013 01:00:00 AM,4,3,1
01/24/2013 02:00:00 AM,3,2,1
01/24/2013 03:00:00 AM,3,2,1
01/24/2013 04:00:00 AM,7,6,1
01/24/2013 05:00:00 AM,18,12,6
01/24/2013 06:00:00 AM,98,72,26
01/24/2013 07:00:00 AM,173,128,45
01/24/2013 08:00:00 AM,268,179,89
01/24/2013 09:00:00 AM,163,101,62
01/24/2013 10:00:00 AM,72,39,33
01/24/2013 11:00:00 AM,57,28,29
01/24/2013 12:00:00 PM,68,43,25
01/24/2013 01:00:00 PM,54,23,31
01/24/2013 02:00:00 PM,66,36,30
01/24/2013 03:00:00 PM,92,46,46
01/24/2013 04:00:00 PM,125,45,80
01/24/2013 05:00:00 PM,283,85,198
01/24/2013 06:00:00 PM,190,67,123
01/24/2013 07:00:00 PM,93,40,53
01/24/2013 08:00:00 PM,54,17,37
01/24/2013 09:00:00 PM,26,12,14
01/24/2013 10:00:00 PM,20,6,14
01/24/2013 11:00:00 PM,13,7,6
01/25/2013 12:00:00 AM,6,3,3
01/25/2013 01:00:00 AM,3,3,0
01/25/2013 02:00:00 AM,4,2,2
01/25/2013 03:00:00 AM,0,0,0
01/25/2013 04:00:00 AM,5,5,0
01/25/2013 05:00:00 AM,18,12,6
01/25/2013 06:00:00 AM,89,58,31
01/25/2013 07:00:00 AM,144,99,45
01/25/2013 08:00:00 AM,248,164,84
01/25/2013 09:00:00 AM,135,82,53
01/25/2013 10:00:00 AM,54,34,20
01/25/2013 11:00:00 AM,37,21,16
01/25/2013 12:00:00 PM,54,34,20
01/25/2013 01:00:00 PM,53,23,30
01/25/2013 02:00:00 PM,62,26,36
01/25/2013 03:00:00 PM,112,48,64
01/25/2013 04:00:00 PM,194,80,114
01/25/2013 05:00:00 PM,287,95,192
01/25/2013 06:00:00 PM,162,53,109
01/25/2013 07:00:00 PM,67,22,45
01/25/2013 08:00:00 PM,54,20,34
01/25/2013 09:00:00 PM,27,15,12
01/25/2013 10:00:00 PM,22,8,14
01/25/2013 11:00:00 PM,24,18,6
01/26/2013 12:00:00 AM,18,9,9
01/26/2013 01:00:00 AM,7,5,2
01/26/2013 02:00:00 AM,8,1,7
01/26/2013 03:00:00 AM,4,4,0
01/26/2013 04:00:00 AM,2,0,2
01/26/2013 05:00:00 AM,7,5,2
01/26/2013 06:00:00 AM,13,5,8
01/26/2013 07:00:00 AM,11,10,1
01/26/2013 08:00:00 AM,19,12,7
01/26/2013 09:00:00 AM,32,15,17
01/26/2013 10:00:00 AM,35,17,18
01/26/2013 11:00:00 AM,46,16,30
01/26/2013 12:00:00 PM,42,20,22
01/26/2013 01:00:00 PM,46,31,15
01/26/2013 02:00:00 PM,34,16,18
01/26/2013 03:00:00 PM,45,23,22
01/26/2013 04:00:00 PM,47,31,16
01/26/2013 05:00:00 PM,30,17,13
01/26/2013 06:00:00 PM,27,13,14
01/26/2013 07:00:00 PM,15,5,10
01/26/2013 08:00:00 PM,17,11,6
01/26/2013 09:00:00 PM,16,6,10
01/26/2013 10:00:00 PM,9,5,4
01/26/2013 11:00:00 PM,14,9,5
01/27/2013 12:00:00 AM,10,3,7
01/27/2013 01:00:00 AM,12,10,2
01/27/2013 02:00:00 AM,2,1,1
01/27/2013 03:00:00 AM,1,0,1
01/27/2013 04:00:00 AM,1,1,0
01/27/2013 05:00:00 AM,2,1,1
01/27/2013 06:00:00 AM,12,3,9
01/27/2013 07:00:00 AM,17,10,7
01/27/2013 08:00:00 AM,27,17,10
01/27/2013 09:00:00 AM,48,27,21
01/27/2013 10:00:00 AM,66,33,33
01/27/2013 11:00:00 AM,69,49,20
01/27/2013 12:00:00 PM,59,39,20
01/27/2013 01:00:00 PM,43,20,23
01/27/2013 02:00:00 PM,59,39,20
01/27/2013 03:00:00 PM,50,26,24
01/27/2013 04:00:00 PM,52,28,24
01/27/2013 05:00:00 PM,26,14,12
01/27/2013 06:00:00 PM,24,12,12
01/27/2013 07:00:00 PM,18,4,14
01/27/2013 08:00:00 PM,14,5,9
01/27/2013 09:00:00 PM,12,7,5
01/27/2013 10:00:00 PM,9,3,6
01/27/2013 11:00:00 PM,10,6,4
01/28/2013 12:00:00 AM,5,5,0
01/28/2013 01:00:00 AM,2,2,0
01/28/2013 02:00:00 AM,2,1,1
01/28/2013 03:00:00 AM,1,0,1
01/28/2013 04:00:00 AM,3,2,1
01/28/2013 05:00:00 AM,20,17,3
01/28/2013 06:00:00 AM,97,71,26
01/28/2013 07:00:00 AM,177,136,41
01/28/2013 08:00:00 AM,268,181,87
01/28/2013 09:00:00 AM,137,84,53
01/28/2013 10:00:00 AM,44,26,18
01/28/2013 11:00:00 AM,44,25,19
01/28/2013 12:00:00 PM,38,19,19
01/28/2013 01:00:00 PM,34,14,20
01/28/2013 02:00:00 PM,31,13,18
01/28/2013 03:00:00 PM,55,22,33
01/28/2013 04:00:00 PM,151,62,89
01/28/2013 05:00:00 PM,272,80,192
01/28/2013 06:00:00 PM,185,61,124
01/28/2013 07:00:00 PM,70,28,42
01/28/2013 08:00:00 PM,35,10,25
01/28/2013 09:00:00 PM,17,5,12
01/28/2013 10:00:00 PM,15,9,6
01/28/2013 11:00:00 PM,5,4,1
01/29/2013 12:00:00 AM,6,5,1
01/29/2013 01:00:00 AM,2,1,1
01/29/2013 02:00:00 AM,2,2,0
01/29/2013 03:00:00 AM,4,2,2
01/29/2013 04:00:00 AM,8,6,2
01/29/2013 05:00:00 AM,21,16,5
01/29/2013 06:00:00 AM,83,62,21
01/29/2013 07:00:00 AM,189,130,59
01/29/2013 08:00:00 AM,251,175,76
01/29/2013 09:00:00 AM,142,89,53
01/29/2013 10:00:00 AM,48,39,9
01/29/2013 11:00:00 AM,46,33,13
01/29/2013 12:00:00 PM,52,28,24
01/29/2013 01:00:00 PM,41,24,17
01/29/2013 02:00:00 PM,43,22,21
01/29/2013 03:00:00 PM,59,24,35
01/29/2013 04:00:00 PM,133,46,87
01/29/2013 05:00:00 PM,286,88,198
01/29/2013 06:00:00 PM,191,53,138
01/29/2013 07:00:00 PM,88,27,61
01/29/2013 08:00:00 PM,40,17,23
01/29/2013 09:00:00 PM,26,9,17
01/29/2013 10:00:00 PM,18,8,10
01/29/2013 11:00:00 PM,10,4,6
01/30/2013 12:00:00 AM,4,3,1
01/30/2013 01:00:00 AM,0,0,0
01/30/2013 02:00:00 AM,4,4,0
01/30/2013 03:00:00 AM,2,2,0
01/30/2013 04:00:00 AM,11,8,3
01/30/2013 05:00:00 AM,22,15,7
01/30/2013 06:00:00 AM,72,42,30
01/30/2013 07:00:00 AM,174,120,54
01/30/2013 08:00:00 AM,259,186,73
01/30/2013 09:00:00 AM,135,83,52
01/30/2013 10:00:00 AM,56,38,18
01/30/2013 11:00:00 AM,35,22,13
01/30/2013 12:00:00 PM,43,20,23
01/30/2013 01:00:00 PM,31,20,11
01/30/2013 02:00:00 PM,50,24,26
01/30/2013 03:00:00 PM,56,30,26
01/30/2013 04:00:00 PM,127,53,74
01/30/2013 05:00:00 PM,286,84,202
01/30/2013 06:00:00 PM,192,49,143
01/30/2013 07:00:00 PM,87,25,62
01/30/2013 08:00:00 PM,53,23,30
01/30/2013 09:00:00 PM,29,7,22
01/30/2013 10:00:00 PM,17,9,8
01/30/2013 11:00:00 PM,15,6,9
01/31/2013 12:00:00 AM,5,4,1
01/31/2013 01:00:00 AM,3,2,1
01/31/2013 02:00:00 AM,2,2,0
01/31/2013 03:00:00 AM,1,1,0
01/31/2013 04:00:00 AM,7,6,1
01/31/2013 05:00:00 AM,25,14,11
01/31/2013 06:00:00 AM,85,59,26
01/31/2013 07:00:00 AM,177,128,49
01/31/2013 08:00:00 AM,271,184,87
01/31/2013 09:00:00 AM,160,104,56
01/31/2013 10:00:00 AM,39,27,12
01/31/2013 11:00:00 AM,45,28,17
01/31/2013 12:00:00 PM,47,32,15
01/31/2013 01:00:00 PM,54,30,24
01/31/2013 02:00:00 PM,61,32,29
01/31/2013 03:00:00 PM,61,32,29
01/31/2013 04:00:00 PM,141,49,92
01/31/2013 05:00:00 PM,310,95,215
01/31/2013 06:00:00 PM,177,67,110
01/31/2013 07:00:00 PM,114,35,79
01/31/2013 08:00:00 PM,67,15,52
01/31/2013 09:00:00 PM,30,8,22
01/31/2013 10:00:00 PM,24,12,12
01/31/2013 11:00:00 PM,15,8,7
02/01/2013 12:00:00 AM,12,4,8
02/01/2013 01:00:00 AM,4,4,0
02/01/2013 02:00:00 AM,3,3,0
02/01/2013 03:00:00 AM,0,0,0
02/01/2013 04:00:00 AM,6,4,2
02/01/2013 05:00:00 AM,15,12,3
02/01/2013 06:00:00 AM,74,53,21
02/01/2013 07:00:00 AM,195,142,53
02/01/2013 08:00:00 AM,261,189,72
02/01/2013 09:00:00 AM,154,96,58
02/01/2013 10:00:00 AM,92,58,34
02/01/2013 11:00:00 AM,58,27,31
02/01/2013 12:00:00 PM,71,36,35
02/01/2013 01:00:00 PM,74,34,40
02/01/2013 02:00:00 PM,96,53,43
02/01/2013 03:00:00 PM,131,72,59
02/01/2013 04:00:00 PM,182,73,109
02/01/2013 05:00:00 PM,301,94,207
02/01/2013 06:00:00 PM,190,72,118
02/01/2013 07:00:00 PM,82,31,51
02/01/2013 08:00:00 PM,43,12,31
02/01/2013 09:00:00 PM,15,5,10
02/01/2013 10:00:00 PM,27,7,20
02/01/2013 11:00:00 PM,22,11,11
02/02/2013 12:00:00 AM,16,7,9
02/02/2013 01:00:00 AM,12,5,7
02/02/2013 02:00:00 AM,7,3,4
02/02/2013 03:00:00 AM,2,2,0
02/02/2013 04:00:00 AM,1,0,1
02/02/2013 05:00:00 AM,3,2,1
02/02/2013 06:00:00 AM,15,7,8
02/02/2013 07:00:00 AM,24,17,7
02/02/2013 08:00:00 AM,56,28,28
02/02/2013 09:00:00 AM,58,32,26
02/02/2013 10:00:00 AM,58,40,18
02/02/2013 11:00:00 AM,113,67,46
02/02/2013 12:00:00 PM,109,69,40
02/02/2013 01:00:00 PM,104,66,38
02/02/2013 02:00:00 PM,122,63,59
02/02/2013 03:00:00 PM,122,70,52
02/02/2013 04:00:00 PM,119,75,44
02/02/2013 05:00:00 PM,68,30,38
02/02/2013 06:00:00 PM,40,21,19
02/02/2013 07:00:00 PM,27,9,18
02/02/2013 08:00:00 PM,21,15,6
02/02/2013 09:00:00 PM,17,9,8
02/02/2013 10:00:00 PM,9,4,5
02/02/2013 11:00:00 PM,10,4,6
02/03/2013 12:00:00 AM,14,3,11
02/03/2013 01:00:00 AM,9,4,5
02/03/2013 02:00:00 AM,7,3,4
02/03/2013 03:00:00 AM,0,0,0
02/03/2013 04:00:00 AM,3,2,1
02/03/2013 05:00:00 AM,3,3,0
02/03/2013 06:00:00 AM,13,7,6
02/03/2013 07:00:00 AM,14,7,7
02/03/2013 08:00:00 AM,28,16,12
02/03/2013 09:00:00 AM,46,24,22
02/03/2013 10:00:00 AM,92,62,30
02/03/2013 11:00:00 AM,71,43,28
02/03/2013 12:00:00 PM,90,48,42
02/03/2013 01:00:00 PM,94,44,50
02/03/2013 02:00:00 PM,85,43,42
02/03/2013 03:00:00 PM,90,62,28
02/03/2013 04:00:00 PM,53,21,32
02/03/2013 05:00:00 PM,43,25,18
02/03/2013 06:00:00 PM,25,12,13
02/03/2013 07:00:00 PM,18,9,9
02/03/2013 08:00:00 PM,26,17,9
02/03/2013 09:00:00 PM,21,11,10
02/03/2013 10:00:00 PM,13,7,6
02/03/2013 11:00:00 PM,10,4,6
02/04/2013 12:00:00 AM,4,2,2
02/04/2013 01:00:00 AM,4,2,2
02/04/2013 02:00:00 AM,3,2,1
02/04/2013 03:00:00 AM,1,1,0
02/04/2013 04:00:00 AM,6,4,2
02/04/2013 05:00:00 AM,24,19,5
02/04/2013 06:00:00 AM,114,82,32
02/04/2013 07:00:00 AM,210,152,58
02/04/2013 08:00:00 AM,316,214,102
02/04/2013 09:00:00 AM,197,123,74
02/04/2013 10:00:00 AM,67,36,31
02/04/2013 11:00:00 AM,51,26,25
02/04/2013 12:00:00 PM,60,29,31
02/04/2013 01:00:00 PM,46,26,20
02/04/2013 02:00:00 PM,69,39,30
02/04/2013 03:00:00 PM,99,56,43
02/04/2013 04:00:00 PM,170,74,96
02/04/2013 05:00:00 PM,378,123,255
02/04/2013 06:00:00 PM,252,83,169
02/04/2013 07:00:00 PM,107,42,65
02/04/2013 08:00:00 PM,43,13,30
02/04/2013 09:00:00 PM,39,16,23
02/04/2013 10:00:00 PM,17,7,10
02/04/2013 11:00:00 PM,11,3,8
02/05/2013 12:00:00 AM,8,3,5
02/05/2013 01:00:00 AM,4,1,3
02/05/2013 02:00:00 AM,3,2,1
02/05/2013 03:00:00 AM,3,2,1
02/05/2013 04:00:00 AM,6,4,2
02/05/2013 05:00:00 AM,19,13,6
02/05/2013 06:00:00 AM,87,57,30
02/05/2013 07:00:00 AM,192,148,44
02/05/2013 08:00:00 AM,305,217,88
02/05/2013 09:00:00 AM,171,108,63
02/05/2013 10:00:00 AM,62,39,23
02/05/2013 11:00:00 AM,55,36,19
02/05/2013 12:00:00 PM,47,28,19
02/05/2013 01:00:00 PM,56,26,30
02/05/2013 02:00:00 PM,70,40,30
02/05/2013 03:00:00 PM,59,28,31
02/05/2013 04:00:00 PM,126,48,78
02/05/2013 05:00:00 PM,306,82,224
02/05/2013 06:00:00 PM,227,67,160
02/05/2013 07:00:00 PM,86,33,53
02/05/2013 08:00:00 PM,50,18,32
02/05/2013 09:00:00 PM,31,15,16
02/05/2013 10:00:00 PM,23,8,15
02/05/2013 11:00:00 PM,16,7,9
02/06/2013 12:00:00 AM,7,4,3
02/06/2013 01:00:00 AM,4,0,4
02/06/2013 02:00:00 AM,2,2,0
02/06/2013 03:00:00 AM,1,1,0
02/06/2013 04:00:00 AM,7,5,2
02/06/2013 05:00:00 AM,26,19,7
02/06/2013 06:00:00 AM,91,67,24
02/06/2013 07:00:00 AM,192,125,67
02/06/2013 08:00:00 AM,285,192,93
02/06/2013 09:00:00 AM,155,100,55
02/06/2013 10:00:00 AM,54,33,21
02/06/2013 11:00:00 AM,65,34,31
02/06/2013 12:00:00 PM,62,31,31
02/06/2013 01:00:00 PM,48,29,19
02/06/2013 02:00:00 PM,68,43,25
02/06/2013 03:00:00 PM,75,32,43
02/06/2013 04:00:00 PM,155,56,99
02/06/2013 05:00:00 PM,293,91,202
02/06/2013 06:00:00 PM,196,74,122
02/06/2013 07:00:00 PM,87,36,51
02/06/2013 08:00:00 PM,59,17,42
02/06/2013 09:00:00 PM,30,12,18
02/06/2013 10:00:00 PM,20,9,11
02/06/2013 11:00:00 PM,13,4,9
02/07/2013 12:00:00 AM,6,2,4
02/07/2013 01:00:00 AM,6,5,1
02/07/2013 02:00:00 AM,2,2,0
02/07/2013 03:00:00 AM,0,0,0
02/07/2013 04:00:00 AM,6,4,2
02/07/2013 05:00:00 AM,17,12,5
02/07/2013 06:00:00 AM,68,47,21
02/07/2013 07:00:00 AM,196,144,52
02/07/2013 08:00:00 AM,278,186,92
02/07/2013 09:00:00 AM,160,100,60
02/07/2013 10:00:00 AM,59,33,26
02/07/2013 11:00:00 AM,64,38,26
02/07/2013 12:00:00 PM,60,37,23
02/07/2013 01:00:00 PM,69,39,30
02/07/2013 02:00:00 PM,104,48,56
02/07/2013 03:00:00 PM,104,49,55
02/07/2013 04:00:00 PM,179,83,96
02/07/2013 05:00:00 PM,324,120,204
02/07/2013 06:00:00 PM,223,79,144
02/07/2013 07:00:00 PM,96,29,67
02/07/2013 08:00:00 PM,62,22,40
02/07/2013 09:00:00 PM,55,14,41
02/07/2013 10:00:00 PM,32,15,17
02/07/2013 11:00:00 PM,17,7,10
02/08/2013 12:00:00 AM,13,4,9
02/08/2013 01:00:00 AM,6,3,3
02/08/2013 02:00:00 AM,3,2,1
02/08/2013 03:00:00 AM,0,0,0
02/08/2013 04:00:00 AM,4,0,4
02/08/2013 05:00:00 AM,12,6,6
02/08/2013 06:00:00 AM,93,63,30
02/08/2013 07:00:00 AM,205,145,60
02/08/2013 08:00:00 AM,295,215,80
02/08/2013 09:00:00 AM,174,107,67
02/08/2013 10:00:00 AM,68,49,19
02/08/2013 11:00:00 AM,62,36,26
02/08/2013 12:00:00 PM,68,38,30
02/08/2013 01:00:00 PM,90,39,51
02/08/2013 02:00:00 PM,87,46,41
02/08/2013 03:00:00 PM,95,44,51
02/08/2013 04:00:00 PM,196,79,117
02/08/2013 05:00:00 PM,323,105,218
02/08/2013 06:00:00 PM,187,59,128
02/08/2013 07:00:00 PM,67,24,43
02/08/2013 08:00:00 PM,38,19,19
02/08/2013 09:00:00 PM,33,13,20
02/08/2013 10:00:00 PM,20,12,8
02/08/2013 11:00:00 PM,22,11,11
02/09/2013 12:00:00 AM,17,7,10
02/09/2013 01:00:00 AM,9,3,6
02/09/2013 02:00:00 AM,6,2,4
02/09/2013 03:00:00 AM,1,1,0
02/09/2013 04:00:00 AM,3,0,3
02/09/2013 05:00:00 AM,4,3,1
02/09/2013 06:00:00 AM,16,6,10
02/09/2013 07:00:00 AM,24,16,8
02/09/2013 08:00:00 AM,56,26,30
02/09/2013 09:00:00 AM,65,38,27
02/09/2013 10:00:00 AM,87,61,26
02/09/2013 11:00:00 AM,96,63,33
02/09/2013 12:00:00 PM,104,61,43
02/09/2013 01:00:00 PM,113,66,47
02/09/2013 02:00:00 PM,135,73,62
02/09/2013 03:00:00 PM,106,61,45
02/09/2013 04:00:00 PM,76,39,37
02/09/2013 05:00:00 PM,69,37,32
02/09/2013 06:00:00 PM,29,12,17
02/09/2013 07:00:00 PM,32,14,18
02/09/2013 08:00:00 PM,24,15,9
02/09/2013 09:00:00 PM,13,8,5
02/09/2013 10:00:00 PM,18,10,8
02/09/2013 11:00:00 PM,11,5,6
02/10/2013 12:00:00 AM,13,7,6
02/10/2013 01:00:00 AM,2,2,0
02/10/2013 02:00:00 AM,3,2,1
02/10/2013 03:00:00 AM,4,3,1
02/10/2013 04:00:00 AM,4,2,2
02/10/2013 05:00:00 AM,3,3,0
02/10/2013 06:00:00 AM,10,5,5
02/10/2013 07:00:00 AM,18,6,12
02/10/2013 08:00:00 AM,44,27,17
02/10/2013 09:00:00 AM,74,48,26
02/10/2013 10:00:00 AM,83,45,38
02/10/2013 11:00:00 AM,102,55,47
02/10/2013 12:00:00 PM,149,97,52
02/10/2013 01:00:00 PM,164,88,76
02/10/2013 02:00:00 PM,206,113,93
02/10/2013 03:00:00 PM,147,80,67
02/10/2013 04:00:00 PM,106,66,40
02/10/2013 05:00:00 PM,66,31,35
02/10/2013 06:00:00 PM,39,19,20
02/10/2013 07:00:00 PM,21,13,8
02/10/2013 08:00:00 PM,15,6,9
02/10/2013 09:00:00 PM,16,7,9
02/10/2013 10:00:00 PM,11,8,3
02/10/2013 11:00:00 PM,12,2,10
02/11/2013 12:00:00 AM,6,4,2
02/11/2013 01:00:00 AM,3,1,2
